complexity,loss,score,equation,sympy_format,lambda_format
1,85.85114,0.0,0.772641,0.772641000000000,PySRFunction(X=>0.772641000000000)
2,79.38702,0.0782799874113842,Trappc_6_b_65552,Trappc_6_b_65552,PySRFunction(X=>Trappc_6_b_65552)
3,22.623602,1.2553411811972348,42.427464 + 41.16205,41.16205 + 42.427464,PySRFunction(X=>41.16205 + 42.427464)
4,22.59516,0.001257973570828166,Zfp_760_55727 - -78.635635,Zfp_760_55727 - 1*(-78.635635),PySRFunction(X=>Zfp_760_55727 - 1*(-78.635635))
6,19.740232,0.06753846866416807,(Mt_2_76492 / 0.11212675) - -0.59834,Mt_2_76492/0.11212675 - 1*(-0.59834),PySRFunction(X=>Mt_2_76492/0.11212675 - 1*(-0.59834))
7,19.412819,0.016725165671820846,(Mt_2_76492 / 0.10327444) - mtNd_3_82089,Mt_2_76492/0.10327444 - mtNd_3_82089,PySRFunction(X=>Mt_2_76492/0.10327444 - mtNd_3_82089)
9,19.284472,0.003316704278546951,(Mt_2_76492 / 0.10355708) - (2.5274267 + Dusp_11_79084),Mt_2_76492/0.10355708 - (Dusp_11_79084 + 2.5274267),PySRFunction(X=>Mt_2_76492/0.10355708 - (Dusp_11_79084 + 2.5274267))
11,18.636862,0.017079382523836197,((Mt_2_76492 / 0.13093548) + (Cyp_1_a_1_79654 / 0.6268308)) - -1.7697978,Cyp_1_a_1_79654/0.6268308 + Mt_2_76492/0.13093548 - 1*(-1.7697978),PySRFunction(X=>Cyp_1_a_1_79654/0.6268308 + Mt_2_76492/0.13093548 - 1*(-1.7697978))
12,18.306984,0.01785882106003964,Arf_1_31811 + (Stab_1_67351 * ((-2.4299252 - Tspan_4_30708) * -1.7475939)),Arf_1_31811 + Stab_1_67351*(-Tspan_4_30708 - 2.4299252)*(-1.7475939),PySRFunction(X=>Arf_1_31811 + Stab_1_67351*(-Tspan_4_30708 - 2.4299252)*(-1.7475939))
13,16.857534,0.08248494785487852,((B_3_gnt_2_60493 * Cyp_1_a_1_29719) + (C_2_73108 * Slc_26_a_4_56472)) - 0.8590191,B_3_gnt_2_60493*Cyp_1_a_1_29719 + C_2_73108*Slc_26_a_4_56472 - 1*0.8590191,PySRFunction(X=>B_3_gnt_2_60493*Cyp_1_a_1_29719 + C_2_73108*Slc_26_a_4_56472 - 1*0.8590191)
14,16.471329,0.02317644542929892,((Slc_26_a_4_56472 * C_2_73108) + (B_3_gnt_2_60493 * Cyp_1_a_1_29719)) - Cnot_10_70213,B_3_gnt_2_60493*Cyp_1_a_1_29719 + C_2_73108*Slc_26_a_4_56472 - Cnot_10_70213,PySRFunction(X=>B_3_gnt_2_60493*Cyp_1_a_1_29719 + C_2_73108*Slc_26_a_4_56472 - Cnot_10_70213)
15,16.010847,0.02835480305772733,0.8268502 + (Cyp_1_b_1_72511 * (Gja_1_75237 - (Gm_21190_82342 + (Alg_11_64834 * -1.3923066)))),Cyp_1_b_1_72511*(Gja_1_75237 - (Alg_11_64834*(-1.3923066) + Gm_21190_82342)) + 0.8268502,PySRFunction(X=>Cyp_1_b_1_72511*(Gja_1_75237 - (Alg_11_64834*(-1.3923066) + Gm_21190_82342)) + 0.8268502)
16,15.981391,0.0018414471862578114,((Gja_1_75237 - ((Alg_11_64834 * -1.3923066) + Gm_21190_82342)) * Cyp_1_b_1_72511) + Ube_3_a_65027,Cyp_1_b_1_72511*(Gja_1_75237 - (Alg_11_64834*(-1.3923066) + Gm_21190_82342)) + Ube_3_a_65027,PySRFunction(X=>Cyp_1_b_1_72511*(Gja_1_75237 - (Alg_11_64834*(-1.3923066) + Gm_21190_82342)) + Ube_3_a_65027)
17,15.144199,0.05380742851932074,(Gm_13889_55024 * (Gja_1_75237 - (((-1.1498994 * Alg_11_64834) + Asb_14_29409) / 0.53926224))) - -6.648167,Gm_13889_55024*(Gja_1_75237 - (-1.1498994*Alg_11_64834 + Asb_14_29409)/0.53926224) - 1*(-6.648167),PySRFunction(X=>Gm_13889_55024*(Gja_1_75237 - (-1.1498994*Alg_11_64834 + Asb_14_29409)/0.53926224) - 1*(-6.648167))
18,14.599285,0.036644999426028745,((Mt_2_76492 / 0.10064107) + ((Cyp_1_a_1_79654 - Tacr_1_72530) * Acyp_1_74193)) - (16.890327 + Dusp_11_79084),Acyp_1_74193*(Cyp_1_a_1_79654 - Tacr_1_72530) + Mt_2_76492/0.10064107 - (Dusp_11_79084 + 16.890327),PySRFunction(X=>Acyp_1_74193*(Cyp_1_a_1_79654 - Tacr_1_72530) + Mt_2_76492/0.10064107 - (Dusp_11_79084 + 16.890327))
20,14.266356,0.011534258465370548,(((Mt_2_76492 / 0.114012845) + (Acyp_1_74193 * (Cyp_1_a_1_79654 - Tacr_1_72530))) - (2.603378 * Dusp_11_79084)) + -0.55634654,Acyp_1_74193*(Cyp_1_a_1_79654 - Tacr_1_72530) - 2.603378*Dusp_11_79084 + Mt_2_76492/0.114012845 - 0.55634654,PySRFunction(X=>Acyp_1_74193*(Cyp_1_a_1_79654 - Tacr_1_72530) - 2.603378*Dusp_11_79084 + Mt_2_76492/0.114012845 - 0.55634654)
