complexity,loss,score,equation,sympy_format,lambda_format
1,22.623602,0.0,83.58919,83.5891900000000,PySRFunction(X=>83.5891900000000)
4,21.043999,0.024126087090860168,Cu * 27.64587,Cu*27.64587,PySRFunction(X=>Cu*27.64587)
6,17.613863,0.08896458694999856,(P * 19.049059) + 31.325653,P*19.049059 + 31.325653,PySRFunction(X=>P*19.049059 + 31.325653)
7,17.404745,0.01194339225537091,(Na * Hist_1_h_2_bc_29206) - -32.338596,Hist_1_h_2_bc_29206*Na - 1*(-32.338596),PySRFunction(X=>Hist_1_h_2_bc_29206*Na - 1*(-32.338596))
9,15.987386,0.04247141694246423,16.040842 + (3.4201834 * (Plscr_4_55764 * P)),3.4201834*P*Plscr_4_55764 + 16.040842,PySRFunction(X=>3.4201834*P*Plscr_4_55764 + 16.040842)
11,14.221978,0.0585057608739103,((23.188812 * Plscr_4_55764) + -156.36241) + (27.834768 * P),27.834768*P + 23.188812*Plscr_4_55764 - 156.36241,PySRFunction(X=>27.834768*P + 23.188812*Plscr_4_55764 - 156.36241)
12,13.552557,0.04821327655137155,((Cxcl_10_29431 + (3.223801 * P)) * Plscr_4_55764) + -17.901913,Plscr_4_55764*(Cxcl_10_29431 + 3.223801*P) - 17.901913,PySRFunction(X=>Plscr_4_55764*(Cxcl_10_29431 + 3.223801*P) - 17.901913)
14,13.275595,0.010323925396870978,((Cxcl_10_29431 - (-4.968808 * P)) * (Plscr_4_55764 + -2.3751073)) + -4.968808,(Cxcl_10_29431 - (-1)*4.968808*P)*(Plscr_4_55764 - 2.3751073) - 4.968808,PySRFunction(X=>(Cxcl_10_29431 - (-1)*4.968808*P)*(Plscr_4_55764 - 2.3751073) - 4.968808)
15,12.9527025,0.024622933583769033,((Plscr_4_55764 + -2.7483428) * ((P * 5.7603307) + Egr_1_58083)) - Dusp_11_79084,-Dusp_11_79084 + (Egr_1_58083 + P*5.7603307)*(Plscr_4_55764 - 2.7483428),PySRFunction(X=>-Dusp_11_79084 + (Egr_1_58083 + P*5.7603307)*(Plscr_4_55764 - 2.7483428))
16,12.3811245,0.04513135851352613,(((Hist_1_h_2_bc_29206 - Isoeugenol) - (Thnsl_1_66164 - Zfp_758_70179)) * Plscr_4_55764) - -8.937886,Plscr_4_55764*(Hist_1_h_2_bc_29206 - Isoeugenol - (Thnsl_1_66164 - Zfp_758_70179)) - 1*(-8.937886),PySRFunction(X=>Plscr_4_55764*(Hist_1_h_2_bc_29206 - Isoeugenol - (Thnsl_1_66164 - Zfp_758_70179)) - 1*(-8.937886))
18,11.67377,0.02941432521634921,((Hist_1_h_2_bc_29206 - ((Isoeugenol + 1.0807952) + (Thnsl_1_66164 - Zfp_758_70179))) * Plscr_4_55764) * 1.2381253,(Hist_1_h_2_bc_29206 - (Isoeugenol + Thnsl_1_66164 - Zfp_758_70179 + 1.0807952))*Plscr_4_55764*1.2381253,PySRFunction(X=>(Hist_1_h_2_bc_29206 - (Isoeugenol + Thnsl_1_66164 - Zfp_758_70179 + 1.0807952))*Plscr_4_55764*1.2381253)
20,11.644344,0.0012619380632661172,(((Hist_1_h_2_bc_29206 - ((Isoeugenol + (Thnsl_1_66164 - Zfp_758_70179)) - -1.2316821)) * 1.2719676) * Plscr_4_55764) - 0.28546345,(Hist_1_h_2_bc_29206 - (Isoeugenol + Thnsl_1_66164 - Zfp_758_70179 - 1*(-1.2316821)))*1.2719676*Plscr_4_55764 - 1*0.28546345,PySRFunction(X=>(Hist_1_h_2_bc_29206 - (Isoeugenol + Thnsl_1_66164 - Zfp_758_70179 - 1*(-1.2316821)))*1.2719676*Plscr_4_55764 - 1*0.28546345)
